gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,49,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,45.37,2214.93,No
Female,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,61.31,727.85,No
Female,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,18.62,398.98,No
Female,0,No,Yes,16,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Credit card,115.14,1836.17,No
Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,26.05,1484.65,Yes
Female,0,Yes,Yes,9,Yes,No phone service,No,No,No,No,No internet service,No,No,One year,Yes,Electronic check,97.43,878.72,No
Female,0,No,No,37,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,71.2,2640.8,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,55.1,284.26,No
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,117.06,8311.22,No
Male,1,No,No,66,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,100.76,6643.99,No
Male,0,No,No,38,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,27.23,1039.27,No
Female,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,117.57,6938.9,No
Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,68.75,1370.96,No
Male,0,No,Yes,45,Yes,No phone service,No,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Credit card,112.88,5075.47,Yes
Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,98.76,1472.45,No
Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,113.95,1932.69,Yes
Male,0,No,Yes,42,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,60.59,2535.51,Yes
Male,1,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,92.96,5940.27,Yes
Male,1,No,No,5,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Two year,No,Credit card,72.68,360.07,No
Male,0,No,No,10,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,No,Bank transfer,104.48,1050.25,No
Male,0,Yes,No,14,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,118.57,1667.35,No
Male,0,No,Yes,41,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,40.74,1677.63,No
Male,0,Yes,Yes,19,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,111.19,2104.62,No
Male,0,Yes,No,30,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,117.24,3512.6,No
Male,0,No,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.23,1.19,No
Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,62.99,3526.83,No
Female,0,No,No,24,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,57.72,1394.84,No
Male,1,Yes,No,69,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Two year,No,Credit card,58.53,4039.36,No
Male,1,Yes,No,16,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,43.98,697.06,Yes
Female,0,No,Yes,60,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,112.47,6740.99,No
Female,0,Yes,Yes,34,Yes,No phone service,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,82.01,2794.87,No
Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card,46.85,2301.29,Yes
Female,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,77.73,5199.07,No
Male,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.14,3903.15,No
Male,0,No,No,46,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,80.0,3686.05,No
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer,76.53,4518.96,No
Male,0,Yes,Yes,46,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer,97.05,4461.02,No
Female,0,No,Yes,66,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,110.94,7312.93,No
Male,0,Yes,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card,88.83,1595.5,No
Male,0,Yes,Yes,19,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,109.02,2068.86,No
Female,0,No,Yes,57,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,22.61,1296.17,Yes
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Mailed check,95.58,6872.11,Yes
Male,0,No,No,56,Yes,No,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,76.03,4264.52,No
Male,0,Yes,No,60,No,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card,96.13,5767.39,Yes
Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,103.94,318.79,Yes
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,70.39,1204.57,No
Male,1,No,No,25,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer,86.89,2165.96,Yes
Male,0,No,Yes,15,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,34.93,516.58,Yes
Female,0,No,No,11,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,83.31,910.94,Yes
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No,No,No,Yes,No,One year,No,Credit card,40.88,2447.88,Yes
Male,0,Yes,Yes,39,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer,93.7,3653.53,No
Male,0,Yes,No,43,No,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card,57.07,2462.82,No
Female,0,Yes,No,49,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,67.4,3301.61,No
Female,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,53.33,2073.85,No
Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,58.29,3.66,No
Male,0,No,No,31,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.78,3240.24,Yes
Female,0,No,Yes,23,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,74.96,1717.76,No
Female,1,No,No,10,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,73.01,732.67,No
Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,25.84,806.01,Yes
Female,0,Yes,No,38,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,116.02,4405.17,No
Male,0,No,Yes,34,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card,44.52,1506.35,No
Male,0,No,Yes,11,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer,85.23,937.43,No
Male,0,Yes,No,69,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,76.21,5261.72,No
Male,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,38.46,1456.94,No
Male,0,Yes,No,69,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,55.52,3827.71,Yes
Female,1,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Credit card,68.79,1452.05,No
Male,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,114.75,3782.64,No
Male,1,No,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer,106.26,5639.87,No
Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,24.73,782.7,Yes
Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,109.67,5364.52,No
Female,1,Yes,Yes,42,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,103.78,4358.94,No
Female,1,Yes,Yes,57,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,99.31,5670.35,Yes
Female,0,Yes,Yes,14,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,80.11,1122.37,No
Male,0,Yes,Yes,40,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Mailed check,82.17,3289.88,No
Male,0,No,No,24,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Credit card,65.51,1578.45,No
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card,77.41,1084.51,No
Female,0,No,No,13,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,88.82,1164.14,No
Male,0,Yes,No,72,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,32.38,2336.2,No
Male,0,No,Yes,26,No,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,33.68,880.13,No
Male,1,Yes,No,26,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,30.72,805.18,Yes
Female,1,Yes,Yes,39,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,51.02,1996.7,No
Female,1,Yes,No,62,Yes,No phone service,No,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer,88.53,5495.88,No
Male,0,Yes,Yes,32,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,73.91,2370.47,Yes
Female,0,No,No,7,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,One year,No,Mailed check,43.76,303.63,No
Female,0,No,Yes,17,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.14,1047.26,Yes
Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,85.42,4520.47,No
Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer,35.5,677.02,No
Male,1,Yes,No,36,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,98.09,3533.82,No
Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Bank transfer,19.88,1430.33,No
Female,0,Yes,Yes,49,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,95.86,4700.76,No
Female,1,Yes,No,33,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,57.32,1883.43,No
Male,1,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,73.09,3148.41,No
Female,0,Yes,No,5,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,78.15,394.47,No
Male,1,No,No,17,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,29.71,499.55,No
Male,0,No,Yes,59,No,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Credit card,49.51,2921.42,No
Female,0,No,No,55,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,50.83,2786.74,Yes
Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,49.56,495.85,No
Male,0,Yes,No,46,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer,107.07,4923.81,Yes
Female,0,No,No,37,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,No,Bank transfer,67.18,2479.04,No
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,32.57,138.11,No
Male,0,No,No,37,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,115.68,4272.53,Yes
Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,94.61,3888.45,No
Female,0,No,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,27.12,1461.85,No
Female,0,No,Yes,41,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,No,Credit card,49.96,2046.06,No
Female,0,No,Yes,25,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,37.45,942.11,Yes
Female,1,Yes,Yes,37,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer,34.05,1259.27,No
Female,1,No,No,50,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card,34.76,1743.82,Yes
Male,0,No,No,48,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,95.42,4589.58,No
Male,1,No,Yes,27,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,79.51,2137.73,No
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,87.94,5890.07,No
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,45.05,2111.03,No
Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,85.39,4351.79,Yes
Male,0,No,Yes,24,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.83,2594.19,No
Male,0,Yes,Yes,16,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,45.95,726.63,No
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,42.84,1072.82,No
Female,0,No,Yes,52,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,34.9,1823.77,No
Female,1,No,No,35,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer,91.27,3189.59,Yes
Male,0,Yes,Yes,19,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,83.72,1592.78,No
Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,79.57,152.99,No
Female,0,Yes,Yes,62,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Credit card,47.63,2943.19,Yes
Male,0,Yes,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,56.61,1864.03,No
Male,0,Yes,No,56,No,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card,49.06,2753.08,Yes
Male,0,Yes,Yes,12,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card,47.37,572.82,No
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.65,6528.67,No
Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,82.62,4876.34,No
Male,0,No,No,61,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,67.05,4087.53,No
Female,0,No,Yes,40,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,31.87,1269.42,No
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,32.13,904.21,No
Male,1,Yes,No,30,Yes,No,No,No,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,89.28,2687.12,Yes
Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,31.95,1224.0,No
Male,0,No,No,67,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,97.34,6522.45,No
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Mailed check,27.22,252.9,No
Female,0,Yes,No,63,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,82.07,5173.65,No
Male,0,No,Yes,29,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,92.41,2674.37,No
Female,0,Yes,No,4,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer,97.37,381.09,No
Male,0,Yes,No,34,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,38.09,1290.07,No
Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,102.52,6261.91,No
Male,0,No,No,39,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,86.45,3381.26,Yes
Male,0,Yes,No,34,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer,53.24,1802.34,No
Male,0,Yes,Yes,8,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,92.77,744.7,Yes
Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,92.04,3953.66,Yes
Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,47.13,2127.04,No
Male,0,Yes,Yes,59,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,74.21,4370.61,Yes
Female,1,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,80.66,162.16,No
Female,0,Yes,No,39,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,62.77,2448.01,Yes
Male,0,No,Yes,30,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Mailed check,42.8,1280.73,No
Male,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,64.53,4186.27,No
Female,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,99.93,2098.48,No
Male,0,No,No,43,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.92,3088.87,No
Female,0,No,No,7,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Two year,No,Bank transfer,115.11,797.41,Yes
Female,0,Yes,Yes,40,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,44.47,1785.09,No
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,93.13,6059.01,No
Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,55.19,1869.3,No
Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,No,Mailed check,44.53,1167.76,Yes
Male,0,No,No,25,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,67.21,1686.42,No
Male,1,Yes,Yes,24,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,42.46,1028.21,Yes
Male,0,No,Yes,46,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer,95.32,4392.35,Yes
Male,0,No,No,11,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,95.21,1038.38,Yes
Male,0,No,No,25,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,71.76,1789.45,No
Female,1,No,No,28,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Bank transfer,70.22,1971.54,No
Female,0,No,Yes,61,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,95.97,5854.26,No
Male,0,Yes,No,36,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,46.07,1654.98,No
Female,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.92,5355.65,No
Male,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.13,3973.16,No
Male,0,No,Yes,47,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,51.67,2428.03,Yes
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,77.89,4212.81,No
Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,36.05,828.76,No
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Two year,Yes,Credit card,85.81,2909.26,No
Male,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,47.61,3337.25,No
Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,48.13,2845.99,No
Female,1,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,33.01,959.28,No
Male,1,No,Yes,38,Yes,No,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,45.72,1738.22,Yes
Male,0,Yes,No,25,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,One year,No,Mailed check,43.35,1076.2,No
Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,53.79,802.71,Yes
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.34,608.28,No
Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,114.6,7676.77,No
Female,1,No,Yes,68,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,48.69,3304.38,No
Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,64.48,3547.24,No
Male,0,No,Yes,32,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,77.58,2478.41,Yes
Female,1,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,37.33,1876.01,Yes
Male,0,No,No,4,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,18.66,76.82,No
Female,0,Yes,Yes,41,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card,95.78,3920.16,No
Male,0,No,No,11,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,40.71,452.74,No
Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,110.15,1317.24,No
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,70.31,417.35,No
Male,0,No,No,25,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,43.53,1086.3,Yes
Female,0,Yes,No,46,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.71,3151.73,No
Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,112.82,6201.2,No
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer,91.28,5845.22,Yes
Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,34.1,1465.12,No
Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,30.83,273.42,No
Female,0,Yes,No,3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,20.32,65.39,No
Male,0,Yes,Yes,26,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer,102.38,2658.71,No
